id,e_code,title,info,e_type,halal_status
213,E310,Propyl Gallate,"It  is a synthetic food antioxidant. The E310 is sensitive to heat so it is not used in baked, fried or high temperature products. 
 It is used to prevent the oxidative degradation of lipids. E310 is a synthetic product, ester formed by condensation of gallic acid (it exists naturally in some plants) and propanol (chemical alcohol derived from propane gas). 
 It would further degrade in the intestine to propanol and gallic acid. In large doses it causes hyperactivity, asthma, urticaria, insomnia, digestive problems, liver and kidney infection, lymphomas and various allergic reactions. The E310 that contain traces of organochlorine substances, possible carcinogenic effect.",Antioxidants,Halal
214,E311,Octyl gallate,"It is a synthetic food antioxidant. The E311 is sensitive to heat so it is not used in baked, fried or high temperature products. 
 It is used to prevent the oxidative degradation of lipids. E311 is a synthetic product, ester formed by condensation of gallic acid (exists naturally in some plants) and octanol (chemical alcohol derived from octanol gas). 
 It would further degrade in the intestine to octanol and gallic acid.  
  In large doses it causes hyperactivity, asthma, urticaria, insomnia, digestive problems, liver and kidney infection, lymphomas and various allergic reactions.",Antioxidants,Halal
215,E312,Dodecyl Gallate,"It is a synthetic food antioxidant. The E312 is sensitive to heat so it is not used in baked, fried or high temperature products. 
 It is used to prevent the oxidative degradation of lipids. E311 is a synthetic product, ester formed by condensation of gallic acid (it exists naturally in some plants) and dodecanol (chemical alcohol derived from dodecanol gas). 
 It would further degrade in the intestine to dodecanol and gallic acid. In large doses it causes hyperactivity, asthma, urticaria, insomnia, digestive problems, liver and kidney infection, lymphomas and various allergic reactions.",Antioxidants,Halal
216,E313,Thiodipropionic acid,"It is a synthetic food antioxidant. The E313 is sensitive to heat so it is not used in baked, fried or high temperature products. 
 It is used to prevent the oxidative degradation of lipids. E313 is a synthetic product, ester formed by condensation of gallic acid (it exists naturally in some plants) and ethanol (pure alcohol). 
 Ethyl gallate occurs naturally in a variety of plant sources. In large doses it causes hyperactivity, asthma, urticaria, insomnia, digestive problems, liver and kidney infection, lymphomas and various allergic reactions.",Antioxidants,Doubtful
217,E314,Guaiac Gum,"It  is a natural food antioxidant.   The guaiacum resin (or gum) is extracted from the trees Guaiacum officinale and Guaiacum santum that originate in the tropical and subtropical regions of the Americas. 
 The name rubber gum is sometimes used in place of guaiac resin. 
  Its constituents are approximately 70% alpha and beta-guaiaconic acids, approximately 11% guaiac acid, related components and gaiarético acid, 15% vanillin, guaiacan yellow and guaiacan saponin (guaiacum). 
 There would be no known side effects in the proportions used. 
 Some allergies have been reported. In the United States, the additive is classified as GRAS level 1. However, it is excluded from the organic diet of the United States.",Antioxidants,Doubtful
218,E315,Erythorbic acid,"It is a synthetic food antioxidant. The E315 is synthetic of chemical formula identical to vitamin C (L-ascorbic acid), but with a different spatial configuration, it is only a stereoisomer or little biocompatible, which fulfills an antioxidant function but only 1/20 of the function of the vitamin. Its synthesis is simpler and cheaper than that of ascorbic acid. 
 There are no known side effects to date, in the concentrations used or in doses lower than the acceptable daily intake. Daily intake: Up to 6 mg / kg of body weight. ",Antioxidants,Doubtful
219,E316,Sodium erythorbate,"It is a synthetic food antioxidant. The E316 is obtained derived from the Erythorbic Acid (E315). It is used in meat products to prevent the formation of nitrosamines and in other products. 
 Eritorbates are the salts of erythorbic acid. A union with sodium leads to the manufacture of Erytrorbatos of sodium E316. 
 There are no known side effects to date.",Antioxidants,Doubtful
220,E317,Erythorbic acid,"It  is a synthetic food antioxidant. The E317 is obtained derived from the Erythorbic Acid (E315). 
 It is used in meat products to prevent the formation of nitrosamines and in other products. 
 Eritorbates are the salts of erythorbic acid. A binding with potassium leads to the manufacture of potassium Erytrorbates E317. 
 There are no known side effects to date.",Antioxidants,Doubtful
221,E318,Calcium erythorbate,"It is a synthetic food antioxidant.  The E318 is obtained derived from the Erythorbic Acid (E315). 
 It is used in meat products to prevent the formation of nitrosamines and in other products. 
 Eritorbates are the salts of erythorbic acid. A binding with calcium leads to the manufacture of E318 calcium Erytrorbates. 
 No side effects are known to date",Antioxidants,Doubtful
222,E319,Butylhydroxinon,"It is a synthetic food antioxidant. It is used to prevent the oxidation of fats. TBHQ is a synthetic derivative of hydroquinone and a member of the phenol family. Hydroquinones are one of the two main reagents in the defensive glands of Bombardier beetles. 
 It is also believed to be the active toxin of the fungus Agaricus hondensis. Cytotoxic, genotoxic, mutagenic and carcinogenic potentials are not excluded. 
 Precursor of stomach tumors in animals. Although it is clearly presented as an additive to avoid according to some sources, the official position is that the doses used in the processed diet are not a cause for concern. 
 Behavioral and / or hyperactivity disorders are also reported in children.   It is not recommended in children and pregnant women    ",Antioxidants,Doubtful
223,E320,Butylated Hydroxyanisole (BHA),"It is a synthetic food antioxidant. It is used to prevent the oxidation of fats. BHA is a synthetic product, producible by alkylation of 4-hydroxyanisole with isobutylene (syn .: Isobutene, a hydrocarbon derivative of isobutane).  
 BHA is strongly suspected of being carcinogenic   Other side effects reported: 
 Alteration of digestive enzyme synthesis in the liver 
  Increase in cholesterol and blood lipids, cumulative risk 
 Suspected hyperactivity in children.",Antioxidants,Doubtful
224,E321,Butylated Hydroxytoluene (BHT),"It is a synthetic food antioxidant. It is used to prevent the oxidation of fats. BHT is a synthetic product produced by the alkylation of para-cresol with isobutylene (syn .: Isobutene, a hydrocarbon derivative of isobutane)   
 BHT is strongly suspected of being carcinogenic.  Other side effects reported: 
 Causes mutagenic effects, alters the blood composition. 
  Increase in cholesterol and blood lipids, cumulative risk 
 related to behavioral disorders (care for children).",Antioxidants,Doubtful
225,E322,Lecithin,"It is a natural food emulsifier. Natural lecithin is present in all living cells and it is an important component of nerve and brain cells. 
 Commercial lecithin comes mainly from soybean oil, which can be genetically modified. Other sources are egg yolks and legume seeds, including peanuts and corn, which can also be transgenic. 
 It is used to mix water and oil / fat. 
 Lecithins are often presented as non-toxic. Overdose can disturb the stomach, affect appetite and cause sweating   intense.",Emulsifiers,Doubtful
226,E323,Anoxomer,"It is a synthetic food antioxidant. Synthetic substance and non-digestible polymeric antioxidant. 
 It would have been designed to allow the introduction of antioxidants non-absorbable to avoid the potential health risks associated with your digestion. 
 The anoxomer should be used as an antioxidant at a level not to exceed 0.5% of the fat and oil content of the food. 
 According to her, A dose of oral anoxomer can be absorbed up to 0.2% in humans. There is not much information about this additive.",Antioxidants,Doubtful
